"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.181802498E0,1.178699732E-1,-7.179176807E-2,-3.680706024E-2
5.201812730E0,1.346013546E-1,-3.908811212E-1,-4.722366333E-1
5.221702038E0,-1.243578196E-1,-4.994145632E-1,-2.133197784E-1
5.231740256E0,-3.035277128E-1,-4.092956781E-1,-2.359867096E-2
5.251683420E0,-6.445314884E-1,-3.055341244E-1,2.894773483E-1
5.271666461E0,-5.379196405E-1,-1.740251780E-1,-3.891115189E-1
5.281941468E0,-4.310352802E-1,-1.283440590E-1,-6.840486526E-1
5.301689473E0,8.756875992E-3,-1.096884608E-1,-2.543334961E-1
5.321627724E0,1.428315639E-1,-1.523770690E-1,1.762247086E-1
5.331675599E0,8.490812778E-2,-2.508904338E-1,1.927251816E-1
5.351862006E0,-1.295602322E-2,-3.169543147E-1,-3.800430298E-1
5.371686107E0,-8.717226982E-2,-1.928048730E-1,-3.572597504E-1
5.381764291E0,-1.023000479E-1,-9.298217297E-2,-1.855640411E-1
5.401703679E0,-8.443140984E-2,1.644060612E-1,-3.699302673E-3
5.411750077E0,-4.413294792E-2,2.021895945E-1,2.150917053E-2
5.431694125E0,1.062631607E-3,-2.990305424E-3,-2.562665939E-1
5.441752300E0,-1.012566090E-1,-2.109080553E-1,-3.447475433E-1
5.461746181E0,-3.045291901E-1,-5.532436967E-1,-1.767663956E-1
5.471782828E0,-3.235331774E-1,-6.180247664E-1,-7.238674164E-2
5.481903151E0,-2.128704786E-1,-4.940253496E-1,-1.727504730E-1
5.501776644E0,-2.069056034E-2,-7.220065594E-2,-2.297363281E-1
5.511898559E0,1.942193508E-2,8.191418648E-2,-2.357025146E-1
5.522260517E0,1.809501648E-2,2.025046945E-1,-2.090950012E-1
5.541934985E0,-9.490370750E-2,2.620559335E-1,-9.349822998E-2
5.561753852E0,-3.925681114E-2,7.033979893E-2,-2.677984238E-1
5.581651319E0,-2.726328373E-2,-6.934547424E-2,-3.046331406E-1
5.591705397E0,-7.805669308E-2,-1.071295738E-1,-3.482761383E-1
5.602163936E0,-8.916962147E-2,-6.748288870E-2,-3.651781082E-1
5.621755840E0,-9.898583889E-1,-1.723015308E-2,-7.208728790E-2
5.631918157E0,-1.342225432E0,-6.616991758E-2,-2.272329330E-1
5.651819145E0,-1.189919233E0,-1.923227310E-2,9.329891205E-2
5.661823810E0,-9.653600454E-1,3.299915791E-2,-1.044980049E0
5.671833642E0,-1.007602811E0,2.711713314E-2,-4.986257553E-1
5.681931558E0,-1.092547774E0,-1.919567585E-2,1.752758026E-2
5.702069995E0,-1.036043763E0,-4.198873043E-2,-2.632560730E-1
5.721861605E0,-8.638811111E-1,-6.060659885E-3,-1.865215302E-1
5.732114040E0,-7.438275814E-1,2.285528183E-2,-7.704353333E-1
5.751858616E0,-7.763246298E-1,-2.370798588E-2,2.142219543E-1
5.771748010E0,-6.068007946E-1,-3.521978855E-2,-3.397302628E-1
5.791704858E0,-4.560809135E-1,-1.575487852E-2,1.340866089E-2
5.811729570E0,-2.880544662E-1,-5.035340786E-3,-2.471780777E-1
5.821748522E0,-2.895004749E-1,-2.659159899E-2,3.776865005E-1
5.841820236E0,-9.497821331E-2,-3.559798002E-2,3.490447998E-2
5.861803415E0,9.096121788E-2,-8.784949780E-3,-2.207164764E-1
